"country_from","country_to","has_same_ethnicity"
"IL","LV",FALSE
"IT","LV",FALSE
"LT","LV",TRUE
"LU","LV",FALSE
"MT","LV",FALSE
"MD","LV",TRUE
"MC","LV",TRUE
"ME","LV",FALSE
"MA","LV",FALSE
"NL","LV",FALSE
"MK","LV",FALSE
"NO","LV",FALSE
"PL","LV",TRUE
"PT","LV",FALSE
"RO","LV",TRUE
"RU","LV",TRUE
"SM","LV",FALSE
"RS","LV",FALSE
"SK","LV",TRUE
"SI","LV",FALSE
"ES","LV",FALSE
"SE","LV",FALSE
"CH","LV",FALSE
"UA","LV",TRUE
"GB","LV",FALSE
"AL","LT",FALSE
"AD","LT",FALSE
"AM","LT",FALSE
"AU","LT",FALSE
"AT","LT",FALSE
"AZ","LT",TRUE
"BY","LT",TRUE
"BE","LT",FALSE
"BG","LT",TRUE
"HR","LT",FALSE
"CY","LT",FALSE
"DK","LT",TRUE
"EE","LT",TRUE
"FI","LT",TRUE
"FR","LT",FALSE
"GE","LT",TRUE
"DE","LT",TRUE
"GR","LT",FALSE
"HU","LT",FALSE
"IS","LT",TRUE
"IE","LT",FALSE
"IL","LT",FALSE
"IT","LT",FALSE
"LV","LT",TRUE
"LU","LT",FALSE
"MT","LT",FALSE
"MD","LT",TRUE
"MC","LT",TRUE
"ME","LT",FALSE
"MA","LT",FALSE
"NL","LT",FALSE
"MK","LT",FALSE
"NO","LT",FALSE
"PL","LT",TRUE
"PT","LT",FALSE
"RO","LT",FALSE
"RU","LT",TRUE
"SM","LT",FALSE
"RS","LT",FALSE
"SK","LT",TRUE
"SI","LT",FALSE
"ES","LT",FALSE
"SE","LT",FALSE
"CH","LT",FALSE
"UA","LT",TRUE
"GB","LT",FALSE
"AL","LU",FALSE
"AD","LU",TRUE
"AM","LU",FALSE
"AU","LU",TRUE
"AT","LU",TRUE
"AZ","LU",FALSE
"BY","LU",FALSE
"BE","LU",TRUE
"BG","LU",FALSE
"HR","LU",FALSE
"CY","LU",FALSE
"DK","LU",TRUE
"EE","LU",FALSE
"FI","LU",FALSE
"FR","LU",FALSE
"GE","LU",FALSE
"DE","LU",TRUE
"GR","LU",FALSE
"HU","LU",TRUE
"IS","LU",FALSE
"IE","LU",FALSE
"IL","LU",FALSE
"IT","LU",TRUE
"LV","LU",FALSE
"LT","LU",FALSE
"MT","LU",TRUE
"MD","LU",FALSE
"MC","LU",TRUE
"ME","LU",FALSE
"MA","LU",FALSE
"NL","LU",FALSE
"MK","LU",FALSE
"NO","LU",FALSE
"PL","LU",TRUE
"PT","LU",TRUE
"RO","LU",TRUE
"RU","LU",FALSE
"SM","LU",TRUE
"RS","LU",FALSE
"SK","LU",TRUE
"SI","LU",FALSE
"ES","LU",TRUE
"SE","LU",FALSE
"CH","LU",TRUE
"UA","LU",FALSE
"GB","LU",FALSE
"AL","MT",FALSE
"AD","MT",FALSE
"AM","MT",FALSE
"AU","MT",TRUE
"AT","MT",FALSE
"AZ","MT",FALSE
"BY","MT",FALSE
"BE","MT",TRUE
"BG","MT",FALSE
"HR","MT",FALSE
"CY","MT",FALSE
"DK","MT",FALSE
"EE","MT",FALSE
"FI","MT",FALSE
"FR","MT",FALSE
"GE","MT",FALSE
"DE","MT",FALSE
"GR","MT",FALSE
"HU","MT",FALSE
"IS","MT",FALSE
"IE","MT",FALSE
"IL","MT",FALSE
"IT","MT",TRUE
"LV","MT",FALSE
"LT","MT",FALSE
"LU","MT",TRUE
"MD","MT",FALSE
"MC","MT",TRUE
"ME","MT",FALSE
"MA","MT",FALSE
"NL","MT",FALSE
"MK","MT",FALSE
"NO","MT",FALSE
"PL","MT",FALSE
"PT","MT",FALSE
"RO","MT",FALSE
"RU","MT",FALSE
"SM","MT",TRUE
"RS","MT",FALSE
"SK","MT",FALSE
"SI","MT",FALSE
"ES","MT",FALSE
"SE","MT",FALSE
"CH","MT",TRUE
"UA","MT",FALSE
"GB","MT",FALSE
"AL","MD",FALSE
"AD","MD",FALSE
"AM","MD",FALSE
"AU","MD",FALSE
"AT","MD",TRUE
"AZ","MD",TRUE
"BY","MD",TRUE
"BE","MD",FALSE
"BG","MD",TRUE
"HR","MD",FALSE
"CY","MD",FALSE
"DK","MD",TRUE
"EE","MD",TRUE
"FI","MD",TRUE
"FR","MD",FALSE
"GE","MD",TRUE
"DE","MD",TRUE
"GR","MD",FALSE
"HU","MD",FALSE
"IS","MD",FALSE
"IE","MD",FALSE
"IL","MD",FALSE
"IT","MD",FALSE
"LV","MD",TRUE
"LT","MD",TRUE
"LU","MD",FALSE
"MT","MD",FALSE
"MC","MD",TRUE
"ME","MD",FALSE
"MA","MD",FALSE
"NL","MD",FALSE
"MK","MD",FALSE
"NO","MD",FALSE
"PL","MD",TRUE
"PT","MD",FALSE
"RO","MD",TRUE
"RU","MD",TRUE
"SM","MD",FALSE
"RS","MD",FALSE
"SK","MD",TRUE
"SI","MD",FALSE
"ES","MD",TRUE
"SE","MD",FALSE
"CH","MD",FALSE
"UA","MD",TRUE
"GB","MD",FALSE
"AL","MC",FALSE
"AD","MC",TRUE
"AM","MC",FALSE
"AU","MC",TRUE
"AT","MC",TRUE
"AZ","MC",TRUE
"BY","MC",TRUE
"BE","MC",TRUE
"BG","MC",TRUE
"HR","MC",FALSE
"CY","MC",FALSE
"DK","MC",TRUE
"EE","MC",TRUE
"FI","MC",TRUE
"FR","MC",TRUE
"GE","MC",TRUE
"DE","MC",TRUE
"GR","MC",FALSE
"HU","MC",TRUE
"IS","MC",FALSE
"IE","MC",FALSE
"IL","MC",FALSE
"IT","MC",TRUE
"LV","MC",TRUE
"LT","MC",TRUE
"LU","MC",TRUE
"MT","MC",TRUE
"MD","MC",TRUE
"ME","MC",FALSE
"MA","MC",FALSE
"NL","MC",TRUE
"MK","MC",FALSE
"NO","MC",FALSE
"PL","MC",TRUE
"PT","MC",FALSE
"RO","MC",TRUE
"RU","MC",TRUE
"SM","MC",TRUE
"RS","MC",FALSE
"SK","MC",TRUE
"SI","MC",FALSE
"ES","MC",TRUE
"SE","MC",FALSE
"CH","MC",TRUE
"UA","MC",TRUE
"GB","MC",TRUE
"AL","ME",TRUE
"AD","ME",FALSE
"AM","ME",FALSE
"AU","ME",FALSE
"AT","ME",TRUE
"AZ","ME",FALSE
"BY","ME",FALSE
"BE","ME",FALSE
"BG","ME",TRUE
"HR","ME",TRUE
"CY","ME",FALSE
"DK","ME",FALSE
"EE","ME",FALSE
"FI","ME",TRUE
"FR","ME",FALSE
"GE","ME",FALSE
"DE","ME",FALSE
"GR","ME",TRUE
"HU","ME",TRUE
"IS","ME",FALSE
"IE","ME",FALSE
"IL","ME",FALSE
"IT","ME",FALSE
"LV","ME",FALSE
"LT","ME",FALSE
"LU","ME",FALSE
"MT","ME",FALSE
"MD","ME",FALSE
"MC","ME",FALSE
"MA","ME",FALSE
"NL","ME",FALSE
"MK","ME",TRUE
"NO","ME",FALSE
"PL","ME",FALSE
"PT","ME",FALSE
"RO","ME",TRUE
"RU","ME",FALSE
"SM","ME",FALSE
"RS","ME",TRUE
"SK","ME",TRUE
"SI","ME",TRUE
"ES","ME",FALSE
"SE","ME",FALSE
"CH","ME",FALSE
"UA","ME",FALSE
"GB","ME",FALSE
"AL","MA",FALSE
"AD","MA",FALSE
"AM","MA",FALSE
"AU","MA",FALSE
"AT","MA",FALSE
"AZ","MA",FALSE
"BY","MA",FALSE
"BE","MA",FALSE
"BG","MA",FALSE
"HR","MA",FALSE
"CY","MA",FALSE
"DK","MA",FALSE
"EE","MA",FALSE
"FI","MA",FALSE
"FR","MA",FALSE
"GE","MA",FALSE
"DE","MA",FALSE
"GR","MA",FALSE
"HU","MA",FALSE
"IS","MA",FALSE
"IE","MA",FALSE
"IL","MA",FALSE
"IT","MA",FALSE
"LV","MA",FALSE
"LT","MA",FALSE
"LU","MA",FALSE
"MT","MA",FALSE
"MD","MA",FALSE
"MC","MA",FALSE
"ME","MA",FALSE
"NL","MA",FALSE
"MK","MA",FALSE
"NO","MA",FALSE
"PL","MA",FALSE
"PT","MA",FALSE
"RO","MA",FALSE
"RU","MA",FALSE
"SM","MA",FALSE
"RS","MA",FALSE
"SK","MA",FALSE
"SI","MA",FALSE
"ES","MA",FALSE
"SE","MA",FALSE
"CH","MA",FALSE
"UA","MA",FALSE
"GB","MA",FALSE
"AL","NL",FALSE
"AD","NL",FALSE
"AM","NL",FALSE
"AU","NL",FALSE
"AT","NL",TRUE
"AZ","NL",FALSE
"BY","NL",FALSE
"BE","NL",TRUE
"BG","NL",TRUE
"HR","NL",FALSE
"CY","NL",FALSE
"DK","NL",TRUE
"EE","NL",FALSE
"FI","NL",FALSE
"FR","NL",TRUE
"GE","NL",FALSE
"DE","NL",TRUE
"GR","NL",FALSE
"HU","NL",FALSE
"IS","NL",FALSE
"IE","NL",FALSE
"IL","NL",FALSE
"IT","NL",FALSE
"LV","NL",FALSE
"LT","NL",FALSE
"LU","NL",FALSE
"MT","NL",FALSE
"MD","NL",FALSE
"MC","NL",TRUE
"ME","NL",FALSE
"MA","NL",FALSE
"MK","NL",TRUE
"NO","NL",FALSE
"PL","NL",FALSE
"PT","NL",FALSE
"RO","NL",FALSE
"RU","NL",FALSE
"SM","NL",FALSE
"RS","NL",FALSE
"SK","NL",FALSE
"SI","NL",FALSE
"ES","NL",TRUE
"SE","NL",FALSE
"CH","NL",TRUE
"UA","NL",FALSE
"GB","NL",FALSE
"AL","MK",TRUE
"AD","MK",FALSE
"AM","MK",FALSE
"AU","MK",FALSE
"AT","MK",TRUE
"AZ","MK",FALSE
"BY","MK",FALSE
"BE","MK",TRUE
"BG","MK",TRUE
"HR","MK",TRUE
"CY","MK",FALSE
"DK","MK",TRUE
"EE","MK",FALSE
"FI","MK",TRUE
"FR","MK",FALSE
"GE","MK",FALSE
"DE","MK",TRUE
"GR","MK",TRUE
"HU","MK",TRUE
"IS","MK",FALSE
"IE","MK",FALSE
"IL","MK",FALSE
"IT","MK",FALSE
"LV","MK",FALSE
"LT","MK",FALSE
"LU","MK",FALSE
"MT","MK",FALSE
"MD","MK",FALSE
"MC","MK",FALSE
"ME","MK",TRUE
"MA","MK",FALSE
"NL","MK",TRUE
"NO","MK",FALSE
"PL","MK",FALSE
"PT","MK",FALSE
"RO","MK",TRUE
"RU","MK",FALSE
"SM","MK",FALSE
"RS","MK",TRUE
"SK","MK",TRUE
"SI","MK",TRUE
"ES","MK",FALSE
"SE","MK",FALSE
"CH","MK",TRUE
"UA","MK",FALSE
"GB","MK",FALSE
"AL","NO",FALSE
"AD","NO",FALSE
"AM","NO",FALSE
"AU","NO",FALSE
"AT","NO",FALSE
"AZ","NO",FALSE
"BY","NO",FALSE
"BE","NO",FALSE
"BG","NO",FALSE
"HR","NO",FALSE
"CY","NO",FALSE
"DK","NO",FALSE
"EE","NO",FALSE
"FI","NO",FALSE
"FR","NO",FALSE
"GE","NO",FALSE
"DE","NO",FALSE
"GR","NO",FALSE
"HU","NO",FALSE
"IS","NO",FALSE
"IE","NO",FALSE
"IL","NO",FALSE
"IT","NO",FALSE
"LV","NO",FALSE
"LT","NO",FALSE
"LU","NO",FALSE
"MT","NO",FALSE
"MD","NO",FALSE
"MC","NO",FALSE
"ME","NO",FALSE
"MA","NO",FALSE
"NL","NO",FALSE
"MK","NO",FALSE
"PL","NO",FALSE
"PT","NO",FALSE
"RO","NO",FALSE
"RU","NO",FALSE
"SM","NO",FALSE
"RS","NO",FALSE
"SK","NO",FALSE
"SI","NO",FALSE
"ES","NO",FALSE
"SE","NO",TRUE
"CH","NO",FALSE
"UA","NO",FALSE
"GB","NO",FALSE
"AL","PL",FALSE
"AD","PL",FALSE
"AM","PL",FALSE
"AU","PL",TRUE
"AT","PL",TRUE
"AZ","PL",FALSE
"BY","PL",TRUE
"BE","PL",FALSE
"BG","PL",FALSE
"HR","PL",FALSE
"CY","PL",FALSE
"DK","PL",TRUE
"EE","PL",TRUE
"FI","PL",FALSE
"FR","PL",FALSE
"GE","PL",TRUE
"DE","PL",TRUE
"GR","PL",FALSE
"HU","PL",TRUE
"IS","PL",TRUE
"IE","PL",FALSE
"IL","PL",FALSE
"IT","PL",TRUE
"LV","PL",TRUE
"LT","PL",TRUE
"LU","PL",TRUE
"MT","PL",FALSE
"MD","PL",TRUE
"MC","PL",TRUE
"ME","PL",FALSE
"MA","PL",FALSE
"NL","PL",FALSE
"MK","PL",FALSE
"NO","PL",FALSE
"PT","PL",FALSE
"RO","PL",TRUE
"RU","PL",TRUE
"SM","PL",FALSE
"RS","PL",FALSE
"SK","PL",TRUE
"SI","PL",FALSE
"ES","PL",FALSE
"SE","PL",FALSE
"CH","PL",TRUE
"UA","PL",TRUE
"GB","PL",FALSE
"AL","PT",FALSE
"AD","PT",TRUE
"AM","PT",FALSE
"AU","PT",TRUE
"AT","PT",FALSE
"AZ","PT",FALSE
"BY","PT",FALSE
"BE","PT",FALSE
"BG","PT",FALSE
"HR","PT",FALSE
"CY","PT",FALSE
"DK","PT",FALSE
"EE","PT",FALSE
"FI","PT",FALSE
"FR","PT",TRUE
"GE","PT",FALSE
"DE","PT",FALSE
"GR","PT",FALSE
"HU","PT",FALSE
"IS","PT",FALSE
"IE","PT",FALSE
"IL","PT",FALSE
"IT","PT",FALSE
"LV","PT",FALSE
"LT","PT",FALSE
"LU","PT",TRUE
"MT","PT",FALSE
"MD","PT",FALSE
"MC","PT",FALSE
"ME","PT",FALSE
"MA","PT",FALSE
"NL","PT",FALSE
"MK","PT",FALSE
"NO","PT",FALSE
"PL","PT",FALSE
"RO","PT",FALSE
"RU","PT",FALSE
"SM","PT",FALSE
"RS","PT",FALSE
"SK","PT",FALSE
"SI","PT",FALSE
"ES","PT",FALSE
"SE","PT",FALSE
"CH","PT",TRUE
"UA","PT",FALSE
"GB","PT",FALSE
"AL","RO",TRUE
"AD","RO",FALSE
"AM","RO",FALSE
"AU","RO",TRUE
"AT","RO",TRUE
"AZ","RO",FALSE
"BY","RO",TRUE
"BE","RO",FALSE
"BG","RO",TRUE
"HR","RO",TRUE
"CY","RO",FALSE
"DK","RO",TRUE
"EE","RO",TRUE
"FI","RO",TRUE
"FR","RO",FALSE
"GE","RO",TRUE
"DE","RO",TRUE
"GR","RO",FALSE
"HU","RO",TRUE
"IS","RO",FALSE
"IE","RO",FALSE
"IL","RO",FALSE
"IT","RO",TRUE
"LV","RO",TRUE
"LT","RO",FALSE
"LU","RO",TRUE
"MT","RO",FALSE
"MD","RO",TRUE
"MC","RO",TRUE
"ME","RO",TRUE
"MA","RO",FALSE
"NL","RO",FALSE
"MK","RO",TRUE
"NO","RO",FALSE
"PL","RO",TRUE
"PT","RO",FALSE
"RU","RO",TRUE
"SM","RO",FALSE
"RS","RO",TRUE
"SK","RO",TRUE
"SI","RO",FALSE
"ES","RO",TRUE
"SE","RO",FALSE
"CH","RO",TRUE
"UA","RO",TRUE
"GB","RO",FALSE
"AL","RU",FALSE
"AD","RU",FALSE
"AM","RU",FALSE
"AU","RU",FALSE
"AT","RU",FALSE
"AZ","RU",TRUE
"BY","RU",TRUE
"BE","RU",FALSE
"BG","RU",TRUE
"HR","RU",FALSE
"CY","RU",FALSE
"DK","RU",FALSE
"EE","RU",TRUE
"FI","RU",TRUE
"FR","RU",FALSE
"GE","RU",TRUE
"DE","RU",FALSE
"GR","RU",FALSE
"HU","RU",FALSE
"IS","RU",FALSE
"IE","RU",FALSE
"IL","RU",FALSE
"IT","RU",FALSE
"LV","RU",TRUE
"LT","RU",TRUE
"LU","RU",FALSE
"MT","RU",FALSE
"MD","RU",TRUE
"MC","RU",TRUE
"ME","RU",FALSE
"MA","RU",FALSE
"NL","RU",FALSE
"MK","RU",FALSE
"NO","RU",FALSE
"PL","RU",TRUE
"PT","RU",FALSE
"RO","RU",TRUE
"SM","RU",FALSE
"RS","RU",FALSE
"SK","RU",TRUE
"SI","RU",FALSE
"ES","RU",FALSE
"SE","RU",FALSE
"CH","RU",FALSE
"UA","RU",TRUE
"GB","RU",FALSE
"AL","SM",FALSE
"AD","SM",FALSE
"AM","SM",FALSE
"AU","SM",TRUE
"AT","SM",FALSE
"AZ","SM",FALSE
"BY","SM",FALSE
"BE","SM",TRUE
"BG","SM",FALSE
"HR","SM",FALSE
"CY","SM",FALSE
"DK","SM",FALSE
"EE","SM",FALSE
"FI","SM",FALSE
"FR","SM",FALSE
"GE","SM",FALSE
"DE","SM",FALSE
"GR","SM",FALSE
"HU","SM",FALSE
"IS","SM",FALSE
"IE","SM",FALSE
"IL","SM",FALSE
"IT","SM",TRUE
"LV","SM",FALSE
"LT","SM",FALSE
"LU","SM",TRUE
"MT","SM",TRUE
"MD","SM",FALSE
"MC","SM",TRUE
"ME","SM",FALSE
"MA","SM",FALSE
"NL","SM",FALSE
"MK","SM",FALSE
"NO","SM",FALSE
"PL","SM",FALSE
"PT","SM",FALSE
"RO","SM",FALSE
"RU","SM",FALSE
"RS","SM",FALSE
"SK","SM",FALSE
"SI","SM",FALSE
"ES","SM",FALSE
"SE","SM",FALSE
"CH","SM",TRUE
"UA","SM",FALSE
"GB","SM",FALSE
"AL","RS",TRUE
"AD","RS",FALSE
"AM","RS",FALSE
"AU","RS",FALSE
"AT","RS",FALSE
"AZ","RS",FALSE
"BY","RS",FALSE
"BE","RS",FALSE
"BG","RS",TRUE
"HR","RS",TRUE
"CY","RS",FALSE
"DK","RS",FALSE
"EE","RS",FALSE
"FI","RS",TRUE
"FR","RS",FALSE
"GE","RS",FALSE
"DE","RS",FALSE
"GR","RS",FALSE
"HU","RS",TRUE
"IS","RS",FALSE
"IE","RS",FALSE
"IL","RS",FALSE
"IT","RS",FALSE
"LV","RS",FALSE
"LT","RS",FALSE
"LU","RS",FALSE
"MT","RS",FALSE
"MD","RS",FALSE
"MC","RS",FALSE
"ME","RS",TRUE
"MA","RS",FALSE
"NL","RS",FALSE
"MK","RS",TRUE
"NO","RS",FALSE
"PL","RS",FALSE
"PT","RS",FALSE
"RO","RS",TRUE
"RU","RS",FALSE
"SM","RS",FALSE
"SK","RS",TRUE
"SI","RS",TRUE
"ES","RS",FALSE
"SE","RS",FALSE
"CH","RS",FALSE
"UA","RS",TRUE
"GB","RS",FALSE
"AL","SK",TRUE
"AD","SK",FALSE
"AM","SK",FALSE
"AU","SK",TRUE
"AT","SK",TRUE
"AZ","SK",TRUE
"BY","SK",TRUE
"BE","SK",FALSE
"BG","SK",TRUE
"HR","SK",TRUE
"CY","SK",FALSE
"DK","SK",TRUE
"EE","SK",TRUE
"FI","SK",TRUE
"FR","SK",FALSE
"GE","SK",TRUE
"DE","SK",TRUE
"GR","SK",FALSE
"HU","SK",TRUE
"IS","SK",TRUE
"IE","SK",FALSE
"IL","SK",FALSE
"IT","SK",TRUE
"LV","SK",TRUE
"LT","SK",TRUE
"LU","SK",TRUE
"MT","SK",FALSE
"MD","SK",TRUE
"MC","SK",TRUE
"ME","SK",TRUE
"MA","SK",FALSE
"NL","SK",FALSE
"MK","SK",TRUE
"NO","SK",FALSE
"PL","SK",TRUE
"PT","SK",FALSE
"RO","SK",TRUE
"RU","SK",TRUE
"SM","SK",FALSE
"RS","SK",TRUE
"SI","SK",FALSE
"ES","SK",FALSE
"SE","SK",FALSE
"CH","SK",TRUE
"UA","SK",TRUE
"GB","SK",FALSE
"AL","SI",FALSE
"AD","SI",FALSE
"AM","SI",FALSE
"AU","SI",FALSE
"AT","SI",FALSE
"AZ","SI",FALSE
"BY","SI",FALSE
"BE","SI",FALSE
"BG","SI",FALSE
"HR","SI",TRUE
"CY","SI",FALSE
"DK","SI",FALSE
"EE","SI",FALSE
"FI","SI",FALSE
"FR","SI",FALSE
"GE","SI",FALSE
"DE","SI",FALSE
"GR","SI",FALSE
"HU","SI",FALSE
"IS","SI",FALSE
"IE","SI",FALSE
"IL","SI",FALSE
"IT","SI",FALSE
"LV","SI",FALSE
"LT","SI",FALSE
"LU","SI",FALSE
"MT","SI",FALSE
"MD","SI",FALSE
"MC","SI",FALSE
"ME","SI",TRUE
"MA","SI",FALSE
"NL","SI",FALSE
"MK","SI",TRUE
"NO","SI",FALSE
"PL","SI",FALSE
"PT","SI",FALSE
"RO","SI",FALSE
"RU","SI",FALSE
"SM","SI",FALSE
"RS","SI",TRUE
"SK","SI",FALSE
"ES","SI",FALSE
"SE","SI",FALSE
"CH","SI",FALSE
"UA","SI",FALSE
"GB","SI",FALSE
"AL","ES",FALSE
"AD","ES",TRUE
"AM","ES",FALSE
"AU","ES",FALSE
"AT","ES",TRUE
"AZ","ES",FALSE
"BY","ES",FALSE
"BE","ES",TRUE
"BG","ES",FALSE
"HR","ES",FALSE
"CY","ES",FALSE
"DK","ES",TRUE
"EE","ES",FALSE
"FI","ES",FALSE
"FR","ES",TRUE
"GE","ES",FALSE
"DE","ES",TRUE
"GR","ES",FALSE
"HU","ES",FALSE
"IS","ES",FALSE
"IE","ES",FALSE
"IL","ES",FALSE
"IT","ES",FALSE
"LV","ES",FALSE
"LT","ES",FALSE
"LU","ES",TRUE
"MT","ES",FALSE
"MD","ES",TRUE
"MC","ES",TRUE
"ME","ES",FALSE
"MA","ES",FALSE
"NL","ES",TRUE
"MK","ES",FALSE
"NO","ES",FALSE
"PL","ES",FALSE
"PT","ES",FALSE
"RO","ES",TRUE
"RU","ES",FALSE
"SM","ES",FALSE
"RS","ES",FALSE
"SK","ES",FALSE
"SI","ES",FALSE
"SE","ES",FALSE
"CH","ES",FALSE
"UA","ES",TRUE
"GB","ES",FALSE
"AL","SE",FALSE
"AD","SE",FALSE
"AM","SE",FALSE
"AU","SE",FALSE
"AT","SE",FALSE
"AZ","SE",FALSE
"BY","SE",FALSE
"BE","SE",FALSE
"BG","SE",FALSE
"HR","SE",FALSE
"CY","SE",FALSE
"DK","SE",TRUE
"EE","SE",FALSE
"FI","SE",TRUE
"FR","SE",FALSE
"GE","SE",FALSE
"DE","SE",TRUE
"GR","SE",FALSE
"HU","SE",FALSE
"IS","SE",FALSE
"IE","SE",FALSE
"IL","SE",FALSE
"IT","SE",FALSE
"LV","SE",FALSE
"LT","SE",FALSE
"LU","SE",FALSE
"MT","SE",FALSE
"MD","SE",FALSE
"MC","SE",FALSE
"ME","SE",FALSE
"MA","SE",FALSE
"NL","SE",FALSE
"MK","SE",FALSE
"NO","SE",TRUE
"PL","SE",FALSE
"PT","SE",FALSE
"RO","SE",FALSE
"RU","SE",FALSE
"SM","SE",FALSE
"RS","SE",FALSE
"SK","SE",FALSE
"SI","SE",FALSE
"ES","SE",FALSE
"CH","SE",FALSE
"UA","SE",FALSE
"GB","SE",FALSE
"AL","CH",FALSE
"AD","CH",TRUE
"AM","CH",FALSE
"AU","CH",TRUE
"AT","CH",TRUE
"AZ","CH",FALSE
"BY","CH",FALSE
"BE","CH",TRUE
"BG","CH",TRUE
"HR","CH",FALSE
"CY","CH",FALSE
"DK","CH",TRUE
"EE","CH",FALSE
"FI","CH",FALSE
"FR","CH",FALSE
"GE","CH",FALSE
"DE","CH",TRUE
"GR","CH",FALSE
"HU","CH",TRUE
"IS","CH",FALSE
"IE","CH",FALSE
"IL","CH",FALSE
"IT","CH",TRUE
"LV","CH",FALSE
"LT","CH",FALSE
"LU","CH",TRUE
"MT","CH",TRUE
"MD","CH",FALSE
"MC","CH",TRUE
"ME","CH",FALSE
"MA","CH",FALSE
"NL","CH",TRUE
"MK","CH",TRUE
"NO","CH",FALSE
"PL","CH",TRUE
"PT","CH",TRUE
"RO","CH",TRUE
"RU","CH",FALSE
"SM","CH",TRUE
"RS","CH",FALSE
"SK","CH",TRUE
"SI","CH",FALSE
"ES","CH",FALSE
"SE","CH",FALSE
"UA","CH",FALSE
"GB","CH",FALSE
"AL","UA",FALSE
"AD","UA",FALSE
"AM","UA",FALSE
"AU","UA",FALSE
"AT","UA",TRUE
"AZ","UA",TRUE
"BY","UA",TRUE
"BE","UA",FALSE
"BG","UA",TRUE
"HR","UA",TRUE
"CY","UA",FALSE
"DK","UA",TRUE
"EE","UA",TRUE
"FI","UA",TRUE
"FR","UA",FALSE
"GE","UA",TRUE
"DE","UA",TRUE
"GR","UA",FALSE
"HU","UA",TRUE
"IS","UA",TRUE
"IE","UA",FALSE
"IL","UA",TRUE
"IT","UA",FALSE
"LV","UA",TRUE
"LT","UA",TRUE
"LU","UA",FALSE
"MT","UA",FALSE
"MD","UA",TRUE
"MC","UA",TRUE
"ME","UA",FALSE
"MA","UA",FALSE
"NL","UA",FALSE
"MK","UA",FALSE
"NO","UA",FALSE
"PL","UA",TRUE
"PT","UA",FALSE
"RO","UA",TRUE
"RU","UA",TRUE
"SM","UA",FALSE
"RS","UA",TRUE
"SK","UA",TRUE
"SI","UA",FALSE
"ES","UA",TRUE
"SE","UA",FALSE
"CH","UA",FALSE
"GB","UA",FALSE
"AL","GB",FALSE
"AD","GB",FALSE
"AM","GB",FALSE
"AU","GB",TRUE
"AT","GB",FALSE
"AZ","GB",FALSE
"BY","GB",FALSE
"BE","GB",FALSE
"BG","GB",FALSE
"HR","GB",FALSE
"CY","GB",FALSE
"DK","GB",FALSE
"EE","GB",FALSE
"FI","GB",FALSE
"FR","GB",TRUE
"GE","GB",FALSE
"DE","GB",FALSE
"GR","GB",FALSE
"HU","GB",FALSE
"IS","GB",FALSE
"IE","GB",TRUE
"IL","GB",FALSE
"IT","GB",FALSE
"LV","GB",FALSE
"LT","GB",FALSE
"LU","GB",FALSE
"MT","GB",FALSE
"MD","GB",FALSE
"MC","GB",TRUE
"ME","GB",FALSE
"MA","GB",FALSE
"NL","GB",FALSE
"MK","GB",FALSE
"NO","GB",FALSE
"PL","GB",FALSE
"PT","GB",FALSE
"RO","GB",FALSE
"RU","GB",FALSE
"SM","GB",FALSE
"RS","GB",FALSE
"SK","GB",FALSE
"SI","GB",FALSE
"ES","GB",FALSE
"SE","GB",FALSE
"CH","GB",FALSE
"UA","GB",FALSE
